####################################################################################################
Online Supporting Information S3. 

The input average signal dataset including the average signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr19	42393166	42393326	0.037	4.554	4.131	0.62	4.103	1.766	3.971	7.091	3.309	3.709	2.853	6.778	10.615	3.5	6.286	6.5	3.4	31.451	2.5	5.429	4	7.1	6.857	3.58	2.571	6	11.625	4.778	6.159	10.091	2.5	14.688	4.909	1.5
chr9	26210428	26210701	0.042	3.578	5.629	1.349	3.975	3.073	0.952	0.964	2.393	3.724	2.407	3.167	8.125	10.571	3.5	6.231	1	2.4	3.25	3.3	2.8	6.625	9	6.621	5.636	3	7	4.667	0.45	4.091	3.143	4	16.576	2.25
chr1	245753165	245753611	0.049	0.971	3.504	1.173	2.4	2.733	0.995	0.903	1.238	2.181	1.728	2.667	3.615	2.75	3.214	4.857	2.2	1.618	2.1	1.4	2.778	4.235	4.118	2.083	1.75	3.571	4.667	3.4	1.6	5.6	2	1.5	2.4	1.8
chr2	128568246	128569074	0.104	1.884	68.903	52.892	5.448	64.051	0.97	3.485	137.662	2.851	23.25	10.434	19.444	9.87	22.9	22.421	7.071	13.699	24.255	22.172	7.717	21.225	15.462	22.337	8.356	12.921	26.149	30.401	1.625	32.637	77.134	18.875	19.525	2.545
chr7	157281039	157281389	0.052	2.794	3.203	1.131	1.778	0.938	0.889	1.689	0.877	3.586	0.989	2.455	4.647	1.8	2.875	3.214	3.333	0.832	6.722	3.5	5.3	8	3.786	0	4.417	1.833	3.364	4.75	2.483	4.1	3.091	4	4.6	1
chr19	47253326	47253844	0.134	2.258	5.478	2.073	2.6	3.858	0.978	3.952	4.842	5.512	3.262	8.115	7.607	8.529	6.862	8.281	4.067	75.648	8.872	4.889	3.812	12	11.519	8.873	6.12	8.788	35.598	7.32	2.124	17.71	8.278	25.688	12.537	2.167
chr2	193058532	193058715	0.039	5.034	1.667	9.423	4.189	27.109	47.88	2.4	2.087	2.834	5.206	6.167	5	4	9.824	10.875	3	2.011	8.7	14.526	5.7	7.727	8.538	24.053	4.917	4.5	6	4	6.574	10.308	3.167	6.412	8.75	3
chr11	1019428	1019874	0.04	1.532	6.976	1.382	2.767	1.143	1.376	0.889	4.461	2.624	5.016	5.538	3.231	2.857	1.909	3.615	2	2.515	3.643	3.579	4.444	4.1	3.882	0.84	2.692	2.5	1.333	3.071	2.5	2.833	2.5	1.875	6.897	1.8
chr7	2189416	2190574	0.062	3.133	8.268	1.493	5.23	1.605	0.941	2.038	3.943	4.649	8.292	3.167	5.091	2.7	4.514	2.769	2.88	2.3	3.926	2.971	4.12	4.564	3.919	0.84	2.583	3.575	4.093	2.5	2.721	3.148	2.571	4.929	6.474	1.8
chr1	154839676	154840068	0.046	2.823	9.851	7.189	16.136	35.664	3.915	1.52	4.84	3.211	2.751	7.357	6.609	8.29	7.655	8.871	9.429	3.984	7.053	4.818	9.258	17.667	6.5	3.281	3.818	11	6.895	7.567	2.718	29.615	11.108	14.235	9.182	1.333
chr16	79625932	79626567	0.052	1.345	4.216	1.939	7.61	3.675	1.485	2.026	1.718	1.857	4.891	5.793	5.885	4.5	7.419	5.719	3.222	2.165	4.556	5.629	4.083	4.12	5.387	2.286	3	7.156	3.278	6.455	0.9	6.071	3.895	6.4	6.029	1.4
chr5	70882780	70883704	0.134	2.6	37.352	40.486	4.105	59.606	1.629	1.945	59.144	2.467	5.085	32.462	59.565	11.495	14.754	90.435	8.952	5.435	25.601	29.125	8.985	19.652	29.269	18.18	8.574	7.721	9.157	7.983	2.931	45.717	78.586	21.44	91.095	1.75
chr7	102094899	102095323	0.062	2.106	3.609	1.036	1.579	5.254	1.975	5.534	4.207	4.753	1.592	3.417	4.944	1.714	3.769	5.05	4.625	4.021	6.087	4.812	6.231	3.333	4.6	2.086	2.818	8	4.933	1.5	3.545	5.955	2	7.75	5.312	2.167
chr11	64182737	64183063	0.055	1.123	2.031	2.246	10.662	7.615	2.535	1.672	3.945	2.458	3.437	3.615	7.462	4.944	2.286	9.794	2.7	2.465	6.389	4.667	6.583	4.4	10.24	5.964	5.167	4.154	6.389	3.5	4.214	13.714	5.611	10.931	5.5	2
chr19	23432815	23433505	0.086	2.264	34.707	41.107	1.364	21.464	1.016	1.72	63.716	2.302	8.891	10.242	6.135	7.636	18.55	87.855	5.737	3.266	23.504	17.89	6.036	13.859	17.51	12.281	6.152	9.189	11.855	7.907	0.633	62.707	69.057	16.49	13.512	1.429
chr8	33423000	33423376	0.048	1.76	5.032	18.325	10.541	31.592	0.889	0.696	9.48	7.856	41.893	2.636	4	4.933	6.286	5.591	3.8	4.357	3.833	2.846	7.111	6.2	3.385	2.208	3	4	4.667	3.222	1.5	8.875	6.409	5.25	3.5	2.25
chr2	8721325	8721520	0.037	0.56	2.783	0.912	5.577	1.434	2.297	0.56	2.143	4.766	1.827	3.167	2.4	2.5	2	4.889	1	3.926	2.333	2.5	2.75	1	2	2.1	1.75	5.125	7.5	1	1.26	4	2	2.2	3.5	1.667
chr11	119015454	119016189	0.197	3.548	4.913	1.748	7.647	8.531	3.06	2.674	3.135	2.84	1.549	10.03	9.273	10.254	6.154	13.114	5.296	37.539	11.123	7.837	6.857	10.565	16	4.231	6.872	7.093	30.331	6.486	2.11	24.496	19.553	23.779	9.548	2.5
chr17	40995342	40995830	0.086	2.474	4.982	1.874	3.862	2.134	2.465	12.728	3.744	8.68	8.038	14.25	16.245	8.5	8.515	17.388	9.375	159.466	7.9	9.059	2.444	17.886	14.944	8.297	12.283	9.027	279.719	9	1.546	19.586	8.488	43.424	12.38	2.222
chr5	95066530	95067790	0.118	1.584	7.506	32.338	3.608	64.364	10.49	1.949	26.813	3.687	3.151	7.412	17.533	9.343	13.381	14.514	6.68	7.593	10.043	29.853	23.676	14.59	16.632	8.727	5.222	8.37	12.423	6.536	4.641	41.793	19.478	16.703	14.66	2.353
chr3	58626331	58626870	0.118	1.829	1.947	2.122	8.103	15.802	7.476	1.88	3.914	2.568	1.874	13.717	14.155	12.944	8.556	20.761	8.978	154.48	15.726	14.758	10.468	30.331	19.753	5.523	10.372	13.016	369.098	7.167	3.437	20.405	23.827	39.403	11.061	1.889
chr3	63001358	63001678	0.049	2.455	22.606	4.452	15.345	20.862	2.714	1.932	10.471	4.098	8.132	13.838	13.459	17.333	9.931	67.935	11.185	31.003	13.487	26.677	22.234	17.415	25.629	17.765	11.714	10.926	25.375	5.095	4.028	30.629	13.088	26.969	15.186	1.333
chr1	162041320	162041445	0.037	0.72	4.936	5.64	16.552	25.136	2.992	6.12	4.776	5.552	31.184	6.5	4.4	4.6	8.3	5.333	6.333	1.25	8.273	5.5	2	13.235	6.667	2.5	3.8	11	6.75	2.4	2.05	8.143	1.5	3	5.571	4.5
chr1	62608312	62608621	0.062	0.936	5.663	4.507	12.783	22.57	1.058	1.527	3.993	2.997	1.422	13.357	13.158	11.677	8.286	21.569	9.846	3.513	11.545	14.25	6.647	19.568	26.234	28.848	8.643	11.629	13.8	14.543	0.9	35.844	9.593	15.351	10.862	3
chr20	25459845	25460188	0.038	0.9	4.494	0.987	1.766	1.757	3.954	3.091	3.149	4.871	3.689	1.833	3.333	2.9	2.6	4.462	3.9	2.534	4	3.727	3.8	5.389	7.905	0.7	2	4.882	1.5	6.462	3.81	3.545	3.182	2.556	7.5	2
chr1	202182256	202183888	0.187	2.846	4.201	15.907	9.498	38.081	3.256	2.495	8.504	3.001	2.174	16.037	12.697	14.553	9.373	15.738	9.01	49.985	13.399	10.729	12.047	12.521	13.877	7.336	9.035	11.969	35.173	8.664	2.118	20.498	16.015	48.042	9.887	2.045
chr9	111955081	111955363	0.05	2.189	4.244	1.267	11.411	5.218	0.966	4.727	5.16	1.353	1.765	17.977	17.722	17	6.818	20.548	8.905	153.665	18.4	21.094	9.688	16.735	12.618	13.659	5.067	7.2	210.486	6.8	0.9	19.179	7.222	36.5	15.027	1
chr6	83775160	83775950	0.135	2.008	13.2	28.473	6.538	37.292	1.667	2.247	30.714	3.037	7.655	15.031	16.071	12.256	11.205	18.047	8.929	85.99	20.135	30.816	11.516	22.268	31.744	19.339	11.403	10.114	16.894	54.659	1.959	54.332	34.043	37.444	30.149	3.125
chr17	2928998	2929404	0.051	1.333	6.774	1.28	2.86	2.351	1.117	5.386	4.315	6.454	3.419	5.071	6.435	1.5	3.5	9.5	3.2	19.12	6.25	4	3.556	7	6.083	1.4	4.071	3.182	17.579	3.733	0.9	4.2	3.692	12.089	7.08	3
chr7	24329881	24330283	0.081	2.245	1.81	1.134	5.272	6.2	3.025	2.283	3.443	1.349	6.065	15.021	21.39	9.9	6.65	13.167	5.526	96.84	12.432	12.186	5.111	22.471	22.145	3.057	10.472	21.986	208.07	6.64	0.9	25.571	11.78	20.812	13.488	1.5
chr1	6101349	6102058	0.149	3.204	4.174	1.637	3.234	3.527	2.599	2.07	3.474	7.116	2.036	9.491	10.887	7.853	4.909	11.492	6.725	104.632	9.893	11.213	5.583	20.113	12.304	3.675	4.75	9.579	151.638	5.639	2.45	18.46	8.978	46.187	12.726	1.286
chr13	101186560	101186787	0.037	5.116	3.773	0.693	11.809	1.695	0.36	4.013	1.311	1.707	2.6	4.556	5	3.714	4	4.7	4.833	5.316	8	5.1	6.917	3.75	2.833	3.382	4.167	5.333	2.2	4.1	2.682	5.667	7.071	7.875	7.875	2
chr9	138155611	138156245	0.054	3.712	1.739	1.164	3.117	3.275	2.211	1.27	1.731	2.437	1.748	1.667	3.7	2.667	2.5	4.613	3.2	1.262	1.25	1.714	6.04	2	5.958	1.6	3	3	3.6	1.4	1.363	4.632	2.25	6.531	4.167	1.5
chr22	38141429	38143882	0.198	2.85	9.361	22.84	11.354	48.871	4.141	1.848	14.391	5.252	6.881	6.18	10.651	6.308	7.493	17.626	5.212	2.893	5.962	6.024	8.354	12.596	8.891	2.857	5	6.033	5.992	6.028	1.744	18.115	11.061	19.194	8.277	1.375
chr19	42028237	42028903	0.113	4.342	3.62	7.523	2.249	8.984	11.924	1.827	5.218	1.85	1.498	2.824	3.765	1.6	3.8	3.158	2.583	1.588	2.727	1.778	2.333	4.545	4.154	1.675	2.25	3	2.286	3.733	2.42	3.826	5.679	2.3	1.7	1
chr13	24553492	24554689	0.121	2.11	4.101	23.158	6.897	77.097	4.502	1.628	6.236	4.962	1.865	9.07	12.457	14.396	8.348	11.514	7.214	1.613	9.353	8.072	9.494	13.634	34.995	12.081	3.976	7.603	7.23	6.365	1.982	70.317	16.526	10.082	8.962	1.75
chr10	105441911	105442078	0.037	2.589	5.577	1.827	3.549	0.707	1.766	1.14	2.697	3.246	3.754	2.5	3.286	5.9	5.75	4.333	2.6	1.691	8.727	5.4	2	5.333	8.25	1.4	3	5.143	8.091	3	0.45	4.286	6.3	6.714	4.714	1.5
chr14	100789692	100789826	0.035	2.407	6.847	1.26	2.78	1	1.633	1.41	7.82	2.227	1.827	5.5	5	6	4.8	4	6.4	11.54	3	3.333	1.5	5	4	2.1	3	2.6	5.6	3.333	0.9	3.167	4.429	8	7.333	2
chr1	3617424	3617769	0.047	2.068	1.471	1.228	2.483	1.731	4.317	1.589	4.037	4.297	1.497	2.25	7.048	2	4.375	4.643	3.167	1.586	1	6	2.5	4.25	4.143	1.4	3.167	4	3.3	1	3.047	2.9	3.5	3.273	3.636	1.333
chr10	45374079	45374871	0.08	2.272	7.551	14.101	11.065	57.126	2.671	1.843	10.797	1.64	3.152	11.155	12.183	11.743	16.663	18.861	12.299	29.783	14.139	13.459	12.838	35.459	18.017	14.787	12	11.014	30.263	63.586	3.455	22.767	25.093	43.823	15.071	1.769
chr19	2437896	2438839	0.056	2.326	5.963	0.873	2.129	1.813	1.529	10.268	4.422	11.315	9.163	2.724	4.143	4.172	3.781	4.842	4.333	3.298	3.387	5.125	1.9	5.395	6.595	0.7	2.188	2.421	4.056	3.412	4.492	4.242	3.857	4.5	4.513	3.071
chr8	142937830	142938392	0.089	2.973	4.994	2.317	6.565	4.953	2.158	2.56	2.709	2.627	1.196	5.704	5.346	5.708	6.667	9.585	7.212	78.471	10.204	7.424	8.192	12.123	8.132	2.083	3.071	5.448	38.726	5.292	1.888	7.683	6.806	27.063	10.278	3.25
chr6	30421233	30421958	0.186	3.42	2.268	0.928	2.692	9.461	6.608	1.317	1.655	1.654	0.974	15.606	86.148	14.304	8.837	14.586	8.514	173.921	14.389	13.53	15.053	25.943	12.968	2.857	10.596	16.149	146.072	10.66	2.385	20.037	14.219	52.081	13.164	1.875
chr4	3425676	3425999	0.04	1.48	6.167	0.914	4.967	2.258	2.08	2.107	1.343	2.062	1.613	4.333	4.625	4.923	3.75	5.533	6.467	2.018	5.867	4.3	6.789	6.739	7.6	6.094	2.2	1.5	4.143	5.429	2.408	3.333	2.75	3.833	5.842	1.5
chr17	48679025	48679378	0.038	2.49	2.977	0.86	2.969	1.654	1.67	3.463	1.997	1.843	0.873	3.308	4	2.571	2.375	3.222	1.333	3.863	5.133	4.222	1	3.273	2.333	0	2.5	2.143	2	2.875	3.595	3.636	2	4.2	5.95	1
chr17	4612742	4614958	0.306	1.842	7.803	20.703	7.434	54.447	3.056	1.788	14.785	2.104	11.677	8.015	44.866	8.887	9.055	16.12	6.053	14.395	7.797	14.87	7.969	17.04	13.741	12.69	6.893	7.585	24.552	51.435	2.022	26.234	17.504	15.264	10.727	1.833
chr22	28025097	28025538	0.056	10.669	5.96	4.044	7.784	10.86	0.876	2.338	5.684	3.531	4.627	7.05	9.286	7.111	7.16	12.897	11.176	1.711	12.565	17	2.75	7.308	10.486	29.111	8.323	6.269	3	7.609	0.85	14.283	9.971	12.917	8	5.85
chr6	36409116	36409637	0.125	3.872	7.055	1.634	7.655	10.43	1.662	1.496	5.693	0.938	4.785	7.486	29.345	18.485	6.28	13.483	10.188	1.6	8.053	9.421	9.125	39.261	15.656	4.653	23.389	10.426	6.645	6.519	1.371	39.199	20.479	12.348	9.359	2.375
chr20	30307928	30308274	0.057	3.794	13.982	10.443	29.471	57.622	0.84	6.508	11.923	10.462	44.003	11.571	18.224	19.625	14.61	26.976	18.1	6.363	12.97	21.021	17.04	25.309	30.135	13.689	11.561	13.119	15.373	13.172	1.992	108.372	26.338	13.079	14.857	6.067
chr3	145907411	145907686	0.048	2.633	1.216	1.553	3.164	3.742	0.973	3.987	5.582	1.444	1.42	13.129	9.4	14.867	7.875	7.833	9	122.487	6.706	9.619	1.5	19.256	12.68	4.942	8.5	10.87	178.52	17.848	1.3	17.441	10.632	27.333	16.5	1
chr12	113899368	113899910	0.1	4.876	3.92	0.876	4.444	2.638	8.209	2.722	1.053	4.192	3.16	9.592	12.918	7.757	6.355	18.608	10.022	75.695	10.882	11.833	2	9.941	8.081	6.151	9.098	9.651	35.165	7.667	4.763	15.75	10.542	35.378	13.206	1
chr10	50746619	50747944	0.094	3.766	6.914	30.544	10.339	94.577	7.66	2.071	18.941	3.382	2.695	8.247	11.634	9.633	7.228	13.047	8.602	7.186	13.225	17.77	12.316	10.675	37.048	62.265	7.141	9.791	9.095	173.469	2.739	64.985	24.218	17.672	46.628	1.625
chr11	57408542	57408707	0.039	2.229	5.491	10.331	15.931	40.166	3.806	11.303	10.411	11.829	60.223	7.286	11.867	3.833	13.667	14.333	8.727	30.966	15	7.455	7.143	9.643	14.733	3.357	10.833	8.3	18.522	15.357	2.1	34.644	12.467	19.417	10	1
chr10	11923123	11923892	0.11	3.17	3.926	1.59	6.461	3.926	2.05	1.893	6.182	2.302	4.542	5.03	6.885	6.558	4.543	8.293	4.312	54.101	7.475	22.73	10.188	8.911	10.905	21.082	4.375	5.656	68.273	6.579	2.584	14.385	6.977	17.956	11.765	3.792
chr9	137287568	137289102	0.066	2.421	4.979	1.476	4.414	2.534	0.953	2.039	3.97	6.926	7.548	4.023	3.292	2.892	4.132	3.647	2.286	3.636	4.308	3.256	5.424	5.19	4.688	1.569	2.594	3.86	3.537	2.872	2.317	5.905	4.095	6.409	5.282	2.308
chr1	12027070	12027694	0.135	2.275	2.974	0.865	2.17	1.987	1.223	2.145	2.947	4.358	2.09	15.358	12.754	34.617	8.182	23.33	4.76	139.109	16.737	12.61	9.381	20.602	14.831	11.936	8.27	13.844	197.79	11.043	2.913	39.323	23.167	44.654	14.545	1.667
chr17	26732092	26733720	0.097	2.536	7.215	17.482	15.354	61.524	7.674	2.001	13.158	3.043	5.098	7.695	18.636	6.293	6.969	10.261	11.461	5.492	8.564	9.526	9.617	15.506	8.347	7.443	5.476	9.462	4.5	10.441	2.487	20.325	7.352	13.783	11.994	1.75
chr14	61746671	61748531	0.227	3.415	6.167	23.327	6.807	62.28	20.571	1.284	15.25	6.773	4.775	13.313	14	8.919	12.415	24.155	6.375	14.756	10.2	8.064	15.711	11.049	11.649	6.274	3.569	5.606	9.08	5.527	3.854	27.035	32.571	23.412	11.445	2.192
chr19	57829915	57830333	0.052	2.948	6.369	4.788	14.08	16.544	1.605	2.045	3.104	2.722	5.228	9.6	6.087	5.174	4.278	5.957	5	4.713	4.353	9.735	11.595	5.909	7.423	5.995	5.222	7.318	6.6	6.793	4.271	12.449	10.568	19.037	8.219	2.5
chr11	296051	301136	0.094	2.114	5.266	1.389	8.927	3.298	1.589	2.365	4.329	3.199	2.142	5.397	6.769	4.427	4.623	8.626	3.993	5.031	5.546	6.135	6.78	5.333	5.714	2.786	3.295	5.358	9.216	4.862	3.395	7.378	5.164	6.903	7.627	1.784
chr6	20028307	20028821	0.082	1.408	2.96	2.215	6.884	2.597	1.825	0.891	3.051	2.438	1.892	5.579	5.045	5.667	4.053	4.158	3.533	4.074	5.792	6.048	3.167	5.56	5.64	3.45	4.4	3.5	4.1	3.579	1.5	4.905	5.048	3.933	4.773	1.5
chr11	65189488	65190463	0.09	1.385	19.807	15.894	12.113	60.595	2.899	2.095	29.058	1.726	4.216	17.538	41.799	25.65	19.582	103.786	17.239	5.197	35.583	18.73	14.263	80.034	18.092	7.035	11.449	10.952	10.628	12.543	2.724	43.688	190.333	28	21.602	3.25
chr12	56987877	56988278	0.063	4.021	9.357	3.18	9.382	4.607	4.47	2.225	4.688	6.81	4.505	17.185	28.023	44.445	11.316	20.429	13.267	197.602	12.717	20.296	18.065	25.238	17.559	13.135	14.067	14.156	213.843	12.656	3.718	57.4	15.593	40.122	26.989	2
chr5	62074629	62075129	0.078	1.339	4.176	1.251	4.464	1.144	0.889	1.16	1.57	2.636	4.31	9.543	9.231	13.545	7.471	12.543	8.472	58.728	8.973	11.447	1	13.558	8.921	4.246	7.04	9.257	155.221	6.4	0.9	9.286	6.633	22.989	9.698	3.133
chr2	129104738	129104901	0.036	1.851	4.411	0.947	2.297	0.88	1.543	3.989	3.286	1.549	0.783	1	2.167	1.8	2.4	2.2	3.25	4.4	3	4	2.6	1	2.833	0.7	1.667	2.167	2	2	3.886	2	2	3.571	5.727	2.5
chr11	132814482	132814729	0.043	3.111	2.708	17.9	6.884	55.544	14	1.155	2.132	3.74	2.08	4.727	12.409	5.643	6.647	9.824	9	1.664	7.133	4.727	7.8	8.188	11	1.633	4.111	9	9.053	6.857	2.556	15.5	7.286	9.261	7.938	1.5
chr11	1408890	1414335	0.268	2.503	3.002	9.075	8.217	33	5.513	2.246	7.51	7.39	12.528	5.569	10.426	6.874	5.282	8.721	7.137	12.743	5.55	8.305	9.958	7.329	10.005	4.247	4.073	5.495	46.607	5.153	2.764	28.806	7.595	13.221	9.006	1.595
chr6	141883477	141883589	0.036	2.01	11.36	0.72	14.15	8.63	1.78	2	4.8	1.66	3.34	4	7.167	12.111	10.75	9	9.364	19.41	11	14	12.273	8.083	11.9	4.14	10.667	7	79.022	3.667	1.2	5.714	12.9	17.3	9.429	4.4
chr12	122186135	122186462	0.048	2.003	7.458	2.095	5.714	2.65	1.643	7.68	8.16	8.138	2.686	2.25	4	5	2.7	7.05	2.571	6.089	4.5	5.091	5.231	3.111	10.08	1.9	10	3.875	9.92	2.5	3.635	6.067	2.5	6.588	5.857	3.5
chr4	154604655	154606416	0.16	2.928	2.124	17.044	9.219	58.751	34.215	1.945	5.603	3.672	2.127	7.42	12.702	6.843	8.724	13.42	7.947	5.147	9.093	12.866	13.901	8.522	10.703	15.19	5.322	8.459	10.407	5.145	3.809	18.519	11.036	15.582	15.514	2.667
chr14	105187912	105195887	0.187	2.475	3.29	4.771	5.988	11.304	3.351	1.997	4.717	4.566	2.767	7.262	15.569	5.979	5.138	7.847	5.355	14.124	7.167	5.043	7.285	7.896	8.002	3.223	7.061	4.726	8.674	3.923	2.876	15.575	7.898	41.797	7.027	2.241
chr20	42955011	42956133	0.103	1.544	4.356	5.027	6.277	22.144	3.77	1.772	5.917	2.599	1.377	8.452	18.101	5.875	6.645	16.206	8.942	3.815	9.341	6.448	11.136	9.84	6.412	2.272	11.391	5.288	7	6.236	2.164	11.52	7.403	18.468	7.559	1.833
chr6	57181162	57181881	0.081	2.022	2.494	30.008	6.24	61.839	1.982	2.209	11.322	4.193	4.993	19.648	23.342	14.96	12.73	21.853	13.417	69.101	15.189	16.253	8.174	24.709	19.954	9.519	9.157	13.311	277.263	9.212	1.613	51.044	19.887	44.76	14.405	2
chr9	134180169	134180543	0.047	2.363	5.179	1.055	6.165	2.995	2.412	2.218	7.541	3.003	3.469	4.75	7.375	5.3	6.409	7.92	5.267	1.372	5.75	2.667	7.375	5.667	5.389	2.756	6	7.833	7.619	4.643	2.276	8.935	5.833	7.75	6.5	3.857
chr10	114710720	114712741	0.108	1.838	23.984	33.731	3.223	34.18	1.273	1.928	28.629	3.325	36.724	8.398	20.526	9.223	15.183	14.924	7.673	2.004	7.522	11.055	18.694	13.791	13.757	7.684	6.8	7.838	17.404	6.34	1.588	47.4	17.306	24.186	8.293	2
chr1	230528153	230528303	0.036	2.713	9.06	5.08	15.047	4.427	2.2	1.633	5.827	6.54	14.213	6.5	2.8	5.143	3.5	3.25	2.5	2.06	7.4	5.222	21.32	5.9	11.417	2.1	3.833	3.333	3	4.2	0	24.125	4.833	13	5.5	1.75
chr1	198125277	198127088	0.112	2.97	14.696	29.597	4.577	45.991	1.712	1.916	17.351	2.077	4.937	9.745	13.294	8.968	14.31	19.984	7.833	34.377	12.066	8.191	9.937	10.523	14.894	5.176	5.938	9.913	43.121	8.295	1.775	44.64	23.667	24.859	13.423	1.818
chr11	119534639	119535823	0.066	2.346	4.306	2.221	11.588	7.434	0.824	1.977	3.871	4.784	4.537	4.773	7.465	3.788	6.745	11.271	4.511	1.324	5.966	4.558	6.152	7.306	5.207	2.094	5.66	4.842	11.831	3.269	2.463	12.625	4.474	5.32	6.869	1.3
chr11	115547085	115547193	0.036	4	2.14	2.45	9.1	5.24	1.9	2.39	2.28	4.26	0.867	3.8	5.833	5.444	8.4	8.25	4.857	2.21	8.182	8.286	4	7	17.5	9.26	3.5	25.682	15.467	7	3.225	48	8.143	13.833	11.1	1.5
chr16	89909064	89909241	0.037	1.377	2.051	0.96	5.869	2.017	1.709	2.543	5.606	4.926	1.617	2	5	3.667	6.7	4.5	3.333	3.074	6.3	3.5	4.571	2.833	6.636	1.4	4.143	5.375	4	3.333	2.68	5.5	4.7	5.111	8.357	1
chr18	21595742	21596077	0.045	2.811	6.071	23.714	9.866	66.96	11.909	2.269	15.403	3.366	56.134	6.789	10.706	5.864	8.714	9.84	6.941	3.149	7.792	9.12	7	10.667	13.257	9.421	2.5	8.88	3.167	5.947	4.427	17.61	8.227	8.167	10.962	1.333
chr1	6328398	6328992	0.102	2.003	4.292	1.868	7.332	2.983	1.16	3.096	3.218	7.078	1.806	6.531	7.026	5	4.4	7.5	4.52	36.38	4.24	11.976	4.368	7.342	13.083	7.03	2.875	5.76	71.288	6.758	2.748	13.803	3.762	14.239	8.907	2.111
chr2	8678032	8678380	0.039	2.957	2.297	1.911	3.5	3.637	0.982	2.68	1.846	2.709	1.771	3.125	3.636	1.667	4.9	3.143	2.2	3.277	2.333	3.182	3.25	6.278	5.75	1.4	4.071	5.167	2.778	2.5	0.75	2.286	1.8	5.706	4.2	1.75
chr7	105054582	105054758	0.042	1.206	1.72	1.776	1.914	0.8	1.429	2.577	2.349	1.497	3.36	6.833	4.571	6.833	8.333	6.444	4.667	3.463	3	4	1	4	4.286	2.22	14.526	8.4	3.5	3.667	0.9	8.733	4.9	16.15	5.167	2
chr5	173008633	173009056	0.084	1.714	3.115	1.44	3.193	3.452	0.979	2.047	2.581	2.184	2.821	14.776	30.153	17.197	7.655	15.482	10.027	124.096	11.644	26.1	9.871	16.678	24.925	31.037	12.289	7.387	131.891	10	2.329	27.011	13.093	58.773	18.821	2.286
chr18	43988268	43988695	0.077	2.293	4.896	0.915	3.849	2.028	1.381	1.593	2.299	5.452	3.941	7.12	6.08	9.118	5.864	15.264	7.885	95.831	8.053	13.39	4.762	16.019	11.415	4.517	5.083	9.63	79.884	8.25	2.29	14.305	11.838	22.851	17.519	1.333
chr17	34074255	34075463	0.114	2.642	3.313	1.15	6.657	3.603	1.632	1.556	2.383	3.708	2.378	8.361	11.08	10.316	7.355	11	9.242	66.947	10.844	7.379	3.976	12.277	10.213	7.08	8.536	8.405	296.531	9.246	2.479	21.196	9.431	24.083	10.829	2.37
chr21	35615954	35616180	0.047	1.347	1.715	0.847	4.969	2.83	0.907	1.573	1.2	2.034	6.227	18.9	7.786	7.231	5.583	17.679	11.368	124.067	12.5	18.519	7.846	14	10.611	26.738	8.105	9.895	159.725	8.941	1.833	18.759	11.944	29.644	14.043	2
chr17	30771065	30772325	0.189	4.248	22.551	47.261	2.612	29.591	1.678	1.8	43.498	4.824	41.116	9.969	51.602	14.255	12.359	31.692	9.782	49.861	12.85	14.678	12.434	26.225	20.325	2.425	32.699	10.88	26.43	8.101	1.636	54.699	48.888	284	15.698	2
chr17	46826821	46827892	0.075	3.89	2.283	1.358	3.724	4.568	125.146	1.634	3.171	12.523	3.674	8.281	6.824	6.155	6.185	6.508	6.075	2.588	7.017	5.186	6.825	6.937	6.207	2.664	4.35	8.894	6.906	8.713	14.237	7.646	8.766	9.125	6.583	1.75
chr7	922446	924409	0.057	2.404	6.236	1.466	5.114	3.075	1.47	3.609	4.089	12.658	55.639	4.446	5.025	3.483	4.186	4.149	3.768	3.142	4.033	5.46	2.69	4.136	4.838	1.455	3.521	4.571	2.553	4.106	2.123	5.972	2.615	5.034	6.818	2.52
chr7	570419	573586	0.059	2.279	3.783	1.53	3.579	2.236	1.935	1.914	4.365	3.032	2.237	3.143	4.446	3.557	3.5	4.068	3.473	3.449	4.143	2.75	4.684	4.991	5.557	3.1	3.547	3.513	3.41	3.688	3.665	4.705	3.878	7.466	5.497	2.045
chr4	25443255	25443375	0.037	4.72	3.632	1.272	4.128	2.064	0.99	2.36	3.696	1.173	2.688	22.789	8.5	20.087	4.5	19.625	14.5	288.304	16	9.5	8.714	27.944	12.643	4.475	20.923	14.273	455.573	11.231	1.983	29.25	17.312	36.75	12.5	2
chr13	49995607	49995883	0.046	2.204	3.531	1.196	5.404	7.556	5.505	2.967	5.589	2.876	2.945	9.833	19.923	11.667	9.522	22.679	5.923	123.124	10.815	16.656	6.467	10.68	15.684	7.991	3.25	8.5	181.915	6.267	0.6	29.113	8	35.246	15.25	3.167
