####################################################################################################
Online Supporting Information S2. 

The input maximum signal dataset including the maximum signals of Chip-seq and DNase-seq in 5000 DNase I hypersensitive sites. 

#####################################################################################################

Chr	start	end	dnase1sig	H3k9me3	H3k27ac	H3k4me3	H3k4me1	H3k4me2	H3k27me3	H3k36me3	H3k9ac	H4k20me1	H3k79me2	BRCA1	BACH1	CEBPB	CHD1	CHD2	CJUN	CTCF	GTF2F1	CMYC	CTBP2	JUND	MXI1	MAX	MAFK	RFX5	RAD21	NRF1	SUZ12	SIN3A	TBP	ZNF143	USF2	ZNF274
chr1	1890902	1892432	0.653	5	8	14.44	19.44	63.76	8.28	3	7	5.76	6.72	18	25	21	10	30	17	273.96	15	17	23	58	33	18	24	24	234	13	5.5	54	34	86	23	4
chr18	7000540	7000699	0.04	3.68	11.64	2	9.36	3.52	1	6.56	6.12	5	9.28	16	8	7	8	11	13	114.68	5	11	2	21	13	5.5	15	14	89	7	4.6	15	12	26	13	2
chr16	28634274	28635128	0.086	2	10	5.84	4.52	19.08	2	1.92	12.36	6.2	3	3	7	3	2	2	3	5	5	1	4	6	6	0	2	4	1	3	6.2	5	2	8	7	1
chr15	75449106	75449377	0.05	4.76	11.52	3.28	8.84	10.72	3	1	5	4.96	2	11	11	3	7	9	11	4.84	13	7	13	14	16	12.4	8	9	9	6	3.7	14	12	21	10	2
chr7	42019363	42019657	0.072	4	3.32	2	7.48	6	1	6	1.32	6.08	6.72	13	20	14	8	14	13	139.24	11	16	5	19	19	9.7	22	15	120	8	0.9	16	9	42	10	5
chr1	226005404	226005727	0.048	5	18.6	8	37.28	23.08	3	5.48	23.08	6.32	21.28	12	220	12	15	17	11	4.64	14	35	19	28	26	31.8	125	11	13	8	6.4	22	17	17	9	5
chr2	99196794	99197086	0.04	3.72	5	1	3.68	2	4	3	4.12	5	5	7	4	10	5	9	3	10.68	3	5	7	4	7	1.4	4	4	7	6	3.7	9	5	6	9	1
chr9	127616525	127616752	0.043	4.96	7.56	1	2	3	2.76	5.72	7.2	5.92	3	5	3	6	5	7	7	3	7	5	4	3	8	2.8	3	4	5	5	5.5	5	5	8	5	5
chr17	8198307	8199301	0.513	3.36	11.64	52.44	12.68	77.36	1	1.48	24.92	4	6	14	22	10	21	29	13	7.04	16	21	23	24	22	11.1	9	15	12	13	4.6	52	45	20	19	2
chr11	8190006	8190851	0.103	9.76	26.76	84.52	10	97.28	4.6	6	87.92	10.04	17.6	15	42	21	27	33	17	86.04	21	34	19	23	34	35.9	11	17	41	10	8.3	53	58	31	30	6
chr17	17516988	17517282	0.058	21.76	7	3	13.08	12.04	1	3	8	5.08	2	24	27	16	12	19	16	220.36	21	14	9	41	29	22.1	14	17	64	16	4.6	29	25	81	20	3
chr16	89776809	89779347	0.716	7	19.72	58.12	19.92	61.68	7	4.88	41.52	8.84	9.56	9	36	10	16	21	13	5	18	44	10	20	48	26.3	5	17	14	8	6.4	63	69	16	20	3
chr1	32222925	32232531	0.752	10.52	19.72	47.88	41.92	101.52	19.48	6	35.32	18.52	36.92	16	25	15	16	32	22	146.68	30	23	32	81	34	19.3	14	21	107	46	19.3	98	80	48	21	6
chr1	6337518	6338792	0.092	4.32	8.88	2	7.6	4	3	5	10.16	10	5	5	10	5	7	9	6	6	4	6	6	4	10	1.4	7	6	5	6	5.5	9	9	6	9	3
chr8	90913956	90915324	0.255	2	72.08	49.56	6.76	78.08	3	3.92	91.2	12.6	7.88	18	36	202	30	28	13	7	28	44	26	51	29	15.2	11	11	13	36	3.7	66	80	24	27	3
chr15	76488829	76489256	0.094	5	6	2.16	15	6	3.52	4.44	6.92	4.4	6	5	8	5	3	7	8	1	5	9	7	13	12	13.8	4	6	10	5	2.8	13	13	6	10	3
chr17	55743043	55743365	0.051	7.24	7	4	18.28	12.24	3	1	6.92	8.16	10.8	10	13	4	5	18	5	5	5	2	6	11	6	4.1	8	9	9	8	5.5	20	8	6	11	2
chr7	1450559	1454104	0.955	9	7.88	12.6	24.64	64.16	18.32	8	6.44	11	5	19	26	23	9	14	17	219.16	18	30	17	37	22	11.1	16	19	313	11	10.1	42	23	70	26	4
chr4	7980220	7981738	0.132	8	18.72	3.12	35.6	12.16	4	4	7.12	5.92	7	14	13	9	9	16	17	12.44	17	13	14	31	17	18	15	12	16	12	6.4	23	8	15	22	3
chr1	11677394	11677635	0.048	2	5	2	5	5.68	1	5	2.84	8	4	9	7	6	3	6	5	37.04	6	10	9	10	10	5.5	5	5	23	8	4.6	16	10	15	12	2
chr11	126477214	126477531	0.075	3.44	8.32	11.92	20.64	29.6	5	4.28	6	2	4	26	19	19	9	26	14	335.56	16	20	29	28	24	11.1	13	22	525	12	3.7	30	17	69	19	4
chr17	71512566	71512808	0.04	8	5	1.12	7.6	4	3	4.72	4.68	9	6	5	4	3	6	5	6	3	4	9	6	9	10	5.5	7	5	5	10	3.7	8	6	6	5	2
chr9	137998567	137998932	0.041	3	7.36	1	10.88	6	1.84	6.96	5.16	7	2.92	6	3	8	6	5	2	3	5	6	4	8	5	0	4	10	2	6	5.5	4	6	9	5	1
chr16	84060996	84061444	0.056	3.04	8	2	10.68	2.72	3.4	3	8.28	2	4	5	5	6	4	9	7	3	7	3	10	7	8	4.1	3	7	3	4	10.1	9	7	7	8	3
chr12	81101929	81102480	0.057	4.28	4	25.88	16	88.96	30.68	1.56	7.72	5	4	12	33	23	22	27	16	7	17	19	22	20	13	11.1	12	11	20	18	9.2	34	18	21	14	14
chr17	43677499	43677796	0.066	7.44	10.96	6.24	15.96	14	11.08	4	9	4	9.36	1	8	7	5	5	4	6	8	6	6	5	9	11.5	4	7	1	3	7	9	8	7	4	2
chr2	224482868	224483662	0.108	8	4	6	23.84	23.36	42.16	4.96	5	32.2	6	26	44	23	15	60	45	109.12	17	39	22	61	76	63.6	47	16	105	15	6.4	263	22	59	26	46
chr19	2499058	2499470	0.049	5.68	10	4	20	7.96	2	6.12	9.16	2	3	5	7	15	4	6	6	10	8	10	11	9	7	4.1	5	7	5	4	5.5	16	15	9	10	2
chr1	5936324	5936503	0.038	2	2	1	5.48	1.96	2	5	3	3	6	3	5	3	5	5	3	2	2	4	3	4	3	1.4	5	8	2	3	3.7	5	5	12	3	2
chr2	208030480	208032052	0.427	3	139	76.4	12.12	118	1	3	181	10.36	28.68	24	46	14	31	67	43	24.84	55	32	26	71	29	23.5	23	18	48	51	4.4	56	422	34	30	4
chr16	85743227	85744544	0.07	5.56	7.76	2	6.84	7	6	3	6	9.56	5	8	16	12	5	12	9	17.96	8	10	16	7	12	2.8	12	13	41	7	6.4	17	9	11	11	6
chr11	125274699	125275144	0.124	3	5.6	6.6	30.76	20.68	5	2	17.24	1	1.6	17	31	25	10	30	21	313.48	22	30	18	31	25	20.7	14	8	477	17	4.6	34	24	73	27	4
chr4	7662301	7662760	0.067	11.92	7.68	2	7.2	6	4.68	1	4	5.84	5	7	9	5	7	6	3	32.12	6	4	8	7	11	4.1	7	7	13	6	5.5	9	5	13	15	3
chr14	75535807	75536815	0.224	5.8	59.12	60.64	10.96	105.56	2.84	6.76	79.72	7.52	11.08	14	30	15	20	24	16	4	30	42	17	27	75	30.4	34	20	14	340	6.4	168	78	33	59	3
chr15	93197063	93198088	0.093	4	9.4	5.76	11.64	16.32	8	6.8	4	8	23.92	11	12	10	12	12	14	15.92	14	8	8	15	11	8.5	8	10	18	11	7.3	20	9	15	16	5
chr5	178003389	178005107	0.504	6	10	29.48	18.8	98.72	13.16	5.16	24.16	7.48	12.6	13	19	12	13	14	9	33	19	10	13	14	17	8.4	9	13	40	11	12.1	21	19	16	16	5
chr10	97802795	97804588	0.638	9	55.52	71.84	10.2	79.4	7.52	7.84	119.88	11.44	103.56	235	23	16	23	466	15	12.08	37	31	15	25	31	169.9	12	13	20	14	5.5	42	122	25	26	4
chr6	136610854	136611316	0.124	8.36	174.64	80.76	8	121.24	1	5.48	312.24	5.44	30.4	167	20	22	60	346	15	9	97	46	17	41	34	23.5	19	22	17	24	2.8	67	421	137	25	5
chr5	42923600	42924113	0.048	8.68	3	3.84	2	1	4.92	6	5	3	1	5	5	4	8	5	7	1	9	3	3	6	4	4.1	4	12	5	3	3.7	7	5	6	8	2
chr4	3235508	3236129	0.073	5.16	6	1	4	2.88	6	12.8	7.8	14.8	5	6	6	12	7	7	10	20.84	5	12	8	22	11	2.8	4	6	46	5	7.3	14	4	14	12	2
chr17	41167732	41167993	0.049	5	10	4.16	14.84	9.68	2.44	12.04	6.24	6	9.04	9	4	5	3	12	3	2.2	7	9	4	11	12	4.1	4	7	6	1	2.8	18	7	7	10	4
chr11	119534008	119534432	0.07	3	9.76	2	19.24	10.84	2	6	10	15.36	7.4	8	8	11	6	7	8	8	7	6	4	4	9	8.3	4	7	11	10	3.7	14	7	9	11	2
chr16	17177417	17177884	0.084	7.08	55.36	10.24	22.84	64	0.48	3	22.6	2	6	26	16	166	23	40	15	11.08	16	26	12	43	33	62.2	17	13	21	13	3.7	34	18	27	22	2
chr10	126714163	126714341	0.038	3	7.2	2	10.12	3	2	6.68	5.84	18.44	69.96	2	8	6	4	8	3	3	6	5	4	5	8	2.8	5	3	4	7	2.8	4	5	6	9	5
chr9	131005849	131006128	0.047	2	11.8	4.48	9.08	5	4	4	7.04	5.72	5.12	11	5	10	4	14	4	1	7	7	6	12	9	6.9	4	7	6	6	6.4	11	4	5	31	2
chr1	24438660	24439337	0.073	4.96	7.12	5	17.04	20.84	5	2	8	4	3	12	9	11	8	20	6	103.48	18	15	11	12	15	11.1	11	9	113	9	4.6	20	17	22	16	3
chr1	202779489	202780952	0.421	8.56	37.16	62	17.64	139.36	8.84	4	78.36	7.68	17.72	24	62	14	21	294	18	7.8	24	32	27	54	52	29	16	13	22	17	7.3	362	172	88	34	6
chr3	51008909	51009260	0.072	8.76	4.8	4	5.48	3	2	6	6	7.56	10	26	43	26	12	25	25	258.24	24	21	4	33	23	15.2	111	14	395	20	3.7	30	20	66	16	2
chr20	17517588	17517985	0.092	12	8.52	4.96	22.12	18	8	2	8.84	3	5	26	146	24	20	44	15	366.68	25	120	17	42	96	203.1	124	28	547	17	7.3	124	28	157	37	2
chr18	12726985	12727379	0.097	8	10	4.84	6.28	4	5	9.72	8	7.44	7.6	23	15	48	10	27	12	220.04	19	29	6	43	26	15.2	20	14	397	12	5.5	33	14	53	15	4
chr9	131174129	131175115	0.318	13.48	9	6	22.6	33.52	59.04	3	5.68	9.56	5	37	23	29	18	39	24	451.44	30	23	25	45	39	18	31	25	969	12	6.4	78	30	128	32	4
chr18	64060765	64061067	0.072	12	2	1	2	1	3.92	2	3	1	3.76	6	10	14	8	13	12	69.6	5	9	1	10	6	4.1	17	12	40	9	1.8	7	6	23	8	3
chr1	19243768	19244029	0.04	1	11.28	2	11.2	3.64	2.56	3	8	3	3.68	7	7	8	5	9	4	1	6	7	4	2	6	5.5	4	7	7	4	4.6	9	12	9	9	2
chr2	119639238	119639358	0.037	2.28	1.04	3	4.24	4.96	1	2	1	5.24	2.96	26	18	24	14	26	20	301.04	20	25	15	32	38	42.8	28	15	326	16	3.7	34	20	94	26	3
chr5	150001781	150002295	0.055	4.56	5	3	12.84	6.8	4	5	6.64	8.84	4	5	5	3	7	10	5	8.28	3	10	4	14	6	5.5	4	7	3	6	4.6	7	7	10	10	1
chr10	134528951	134530962	0.101	5	6.48	2	17.24	6.2	5.84	4	10	8.76	6.4	7	10	6	8	9	8	6	8	8	13	12	8	5.5	7	7	8	9	10.1	9	7	10	16	3
chr10	1102047	1103562	0.618	6.36	41.16	80.92	12.48	57.04	4	4	88.6	10.08	58.36	24	19	16	22	35	11	8	26	26	17	34	44	13.8	11	14	11	15	6.4	134	56	20	22	5
chr14	105511893	105512713	0.577	6.36	8.4	5	22	20.44	8.64	6	3.52	3	4	23	179	29	18	34	14	483.44	21	30	20	42	35	8.3	14	20	393	18	4.4	45	33	141	27	4
chr19	29553560	29553657	0.035	3	2	2	14.32	9.76	2	2	4.28	3.52	3	7	13	10	9	12	6	2.16	10	14	11	13	13	12.4	13	8	8	6	1.8	9	9	6	10	2
chr1	3099659	3100420	0.071	6	4	2	5.96	3	4	2	2	4	2	7	7	5	7	7	7	2	8	9	6	6	8	6.9	6	8	8	6	2.8	5	4	8	9	3
chr16	53406916	53407696	0.059	5	5	7	6	5	5	4	9.96	3	2.92	5	7	10	7	10	16	10.84	6	11	9	10	8	4.1	6	7	8	9	6.4	9	6	13	10	1
chr1	246852846	246853323	0.131	4	3	3.28	12.28	28.6	1	5.16	3.12	2	2	12	15	10	11	18	11	161	18	7	12	24	9	5.7	8	7	151	7	4.7	17	19	63	12	1
chr8	129045964	129046070	0.037	5	4	2	9.12	10.44	1	3.64	5.72	6	21.04	11	5	7	5	10	5	0.92	10	11	6	12	9	9.7	8	5	11	10	2.8	8	8	9	14	2
chr19	53242837	53243171	0.072	4.88	4	1	4.56	1	2	1	5.76	5.88	3.8	6	5	7	5	8	6	2.84	2	3	5	9	13	1.4	8	4	3	7	3.8	12	4	13	6	3
chr20	34330137	34330648	0.1	5	49.32	46.8	3	39.56	1	3.72	140.36	2.24	30.96	1937	80	672	69	3419	24	56.04	108	80	28	50	229	27.6	20	21	24	19	3.7	130	553	36	36	6
chr16	28874414	28876008	0.429	4	119.92	127.6	21.04	117.68	4.8	5	197.04	14.08	84	29	49	22	18	37	19	49.72	37	42	22	45	30	49.7	11	17	36	43	5.5	74	111	245	31	6
chr1	17899890	17900742	0.116	4	17.36	5.72	28.12	36.36	2	5.72	8.88	14.04	25.24	9	8	7	7	15	9	5.2	12	10	13	12	12	6.9	9	11	11	7	5.5	27	7	20	13	1
chr21	35257393	35257649	0.05	1	8	2.72	12.52	9.52	3	2.6	3.96	2	5.8	9	10	5	6	8	11	2	11	7	9	7	13	1.4	10	10	9	10	1.8	16	5	11	9	1
chr18	7038257	7038677	0.104	5.76	11.32	4	9.88	3	4	9.36	6	4.88	3	22	24	29	10	20	10	302.16	13	34	14	16	20	47	11	15	328	15	7.3	31	19	81	110	3
chr19	49517642	49517949	0.045	3.28	4	2	6	3	3	7	3	9.2	3.52	4	9	5	5	5	4	4	5	3	2	10	7	4.1	2	3	3	4	6.4	3	6	7	10	2
chr2	232574060	232575457	0.229	5.84	58.44	84.72	4	42.2	2.48	12	205.92	25.36	201.68	20	14	15	88	54	10	105.84	29	58	14	25	62	48.4	7	9	22	37	3.7	83	70	71	36	3
chr20	3074713	3075100	0.05	4	4	3.68	6.04	4	9	1	8.52	4.68	3.96	3	6	7	4	8	3	3	6	9	7	9	9	4.1	6	7	3	7	5.8	10	9	8	8	3
chr9	137038110	137041266	0.857	6	6.56	4	23.04	16.04	2.48	5	8.52	6	4	8	9	12	11	13	14	13.96	10	9	13	14	11	6.9	8	16	23	6	6.4	14	10	17	17	4
chr1	43352043	43352763	0.082	5.16	6	4	5	6	2	2	5	3.16	4.92	3	5	6	8	7	4	3.28	4	6	2	10	5	4.1	13	5	3	3	5.5	7	4	6	6	1
chr17	16556576	16557433	0.35	2.48	42.8	44.88	11.68	89.88	2	5.84	37.96	3	10	13	29	17	11	24	15	7.96	29	24	16	15	19	16.6	13	19	19	314	1.8	49	80	597	16	6
chr2	240318838	240319267	0.065	1	7.92	3	9	4.76	1	8.8	10.28	9.52	72.76	12	10	13	11	10	5	104.72	10	21	11	15	22	18	10	11	150	8	6.4	24	9	23	24	2
chr18	43994764	43995119	0.069	4	7.76	4.32	24.52	16.48	3	5.24	3	3.84	8.16	9	20	7	11	28	11	5.6	13	13	32	19	19	18	16	10	24	12	2.8	40	22	30	16	1
chr14	100015897	100016257	0.039	10.8	8.32	3	28.2	8	4.36	2	9.56	10.96	28.68	7	8	21	5	10	7	6.4	10	7	7	5	9	5.5	9	6	7	6	3.7	13	4	15	10	2
chr22	43626719	43628246	0.429	5.84	9	24.36	17.8	92.88	3	5.96	17	9.12	5	25	20	31	14	25	22	407.32	27	19	22	40	29	9.7	15	17	435	13	10.1	44	20	102	24	5
chr1	12066459	12066987	0.086	9	10.6	4.08	3	6.76	4	21	4.04	5	3.84	6	4	8	9	12	6	3.6	6	7	3	5	6	4.1	3	9	6	10	6.4	9	4	8	7	4
chr2	219051080	219051299	0.052	3	7.56	1	7.88	10.76	3	1	5	3.92	1	20	19	29	11	34	16	223.24	14	19	7	24	25	26.3	15	14	159	11	3.7	24	22	54	23	2
chr12	7244787	7245428	0.072	5.28	16.88	11.36	26.96	45.2	5.4	4	11	9	9.4	19	23	21	17	14	10	216.76	23	9	13	25	22	11.1	23	11	120	19	3.7	23	15	55	18	2
chr17	74952882	74953135	0.045	5.92	7.16	1.52	17.08	3.96	4	3	8.44	3.96	2	3	4	7	5	5	5	2.36	5	4	13	4	5	1.4	4	5	5	6	3.7	9	6	10	8	3
chr1	52520658	52521327	0.127	2	61.12	105.68	7.72	89.64	2	5	104.8	7.2	22.2	23	32	46	25	40	13	4.56	31	27	26	33	29	18	15	15	11	13	5.5	88	132	31	25	4
chr16	2002737	2003277	0.181	2.16	5	2	8.08	7.44	2	2	5	4	3	8	21	12	7	11	12	60.52	11	11	14	18	11	8.3	5	12	12	8	5.5	16	20	37	9	2
chr9	100613828	100618225	0.257	7.76	6	15.92	25.64	59.6	192.24	5	8.92	14.56	5	14	26	12	15	23	11	26.2	17	14	39	16	14	11.1	8	11	20	59	41.3	22	20	33	14	8
chr15	65676971	65678701	0.411	7.8	7	14.32	42.6	64.68	10.8	6	19.48	8	7	25	25	22	22	39	16	310.8	28	54	19	44	108	64.9	15	22	510	14	7.3	133	31	111	37	5
chr14	74187532	74188488	0.175	9.28	8.32	6.52	21.8	16.08	2.92	8.08	6.16	11.36	8	17	31	8	13	14	12	7.92	9	11	10	13	18	11.1	11	10	13	8	1.8	20	20	17	13	3
chr9	132480557	132480992	0.051	6	2	1	4	2.36	2	3	5	4.88	2	7	8	9	1	7	3	4	4	3	6	5	5	1.4	1	9	5	5	2.8	7	1	8	8	2
chr21	45174447	45174755	0.042	4	5.84	1	2	1	1	6.92	1	5.52	3	4	4	4	4	6	4	2	10	1	4	2	6	1.4	4	8	3	6	3.7	8	4	5	9	1
chr7	31014190	31014812	0.136	5	15.16	3.2	22.92	19.32	7.44	2	14.88	8	6	20	13	15	17	41	13	331	30	21	16	31	24	12.4	15	21	275	10	5.5	29	26	89	15	8
chr12	125813756	125814908	0.153	8.6	31.2	9.88	32.12	45.88	3	2	19.44	8.28	11.28	15	35	15	13	22	33	26.92	14	18	28	79	29	13.8	38	17	19	18	5.5	90	20	21	14	4
chr21	38115621	38115935	0.038	5	8.48	3	5	1	6	3.64	4	10	3	5	7	4	5	8	8	6.04	10	5	4	7	6	1.4	7	9	8	9	5.5	9	3	9	10	2
chr11	115942990	115943161	0.038	2.56	7	2	11.44	8.32	5	2	2.2	6	3	5	4	4	6	11	9	3	6	3	15	35	9	2.8	9	7	14	6	2.8	7	3	17	10	3
chr7	6522659	6524263	0.588	4	17.76	51.96	6.88	88.2	7	2	37.8	12.8	38.44	10	78	16	17	32	16	12.28	18	29	21	27	16	11.1	11	12	16	53	3.4	59	39	179	15	3
chr10	23460169	23460691	0.17	8	4.04	5	11	13.72	155.64	4.72	6	20.84	2	15	13	12	7	22	14	8	12	56	9	16	122	103.6	14	11	10	13	10.1	151	17	81	16	4
chr16	2765058	2768258	0.427	4	7	5.76	13	33.32	5	4	11	13.2	9.24	8	72	11	11	18	8	34.08	12	10	9	12	28	6.9	9	11	15	11	6.4	84	10	60	10	4
chr22	38731821	38732810	0.428	3.08	17.04	28.96	10.84	66.48	5	4	13.44	6	30.44	13	16	14	12	20	11	8	25	16	14	20	21	25.2	9	12	22	12	2.8	41	71	23	19	3
chr2	178029345	178029542	0.05	4	3.88	3.84	9.24	26.28	0.24	2	2.8	2.76	4.36	38	23	1042	28	37	70	364.44	29	103	14	343	20	8.3	19	17	659	15	1.8	28	32	124	17	2
chr4	8307636	8309148	0.138	3	6	3	26.32	7.56	7.04	4	7	7.44	4	8	12	10	7	9	14	25.92	12	9	14	25	9	12.4	8	7	26	7	8.3	13	8	13	16	4
chr3	47020462	47021988	0.62	2.84	27.68	52.48	14.08	119.64	7.68	2	60.08	3	12.92	17	18	14	18	20	10	8.76	24	22	32	21	29	24.9	12	16	21	16	3.7	52	47	38	20	2
chr10	112326935	112328335	0.131	3	139.12	71.24	9	94.08	3	6	178.52	15.56	97.8	66	40	26	230	65	13	8.16	52	81	19	285	57	154.7	28	26	21	20	2.8	112	183	23	233	3
chr2	3296938	3297410	0.075	3	7.96	4	12.68	3	3	2	7.2	10	12.84	7	5	4	7	8	6	20	7	6	9	7	6	2.8	6	7	31	6	2.8	9	10	12	9	4
chr21	34017632	34018227	0.109	3.8	5.76	18.72	14.2	56.8	1	2.44	5	3	4	15	10	11	19	18	17	9.72	8	19	9	18	11	5.5	12	13	14	8	3.7	29	16	18	12	2
chr11	134272882	134273476	0.085	6	8	2	8.96	3	3	1	2	12.08	22.6	6	9	12	5	9	5	10.72	4	5	15	15	3	2.8	4	10	8	6	7.5	4	4	6	8	4
chr4	7789378	7790302	0.136	2	9.72	2	6.8	5	3	3	5.8	8.32	6.6	8	12	8	4	8	7	10	8	10	5	8	7	1.4	4	8	30	5	3.7	13	8	12	7	1
chr22	48014012	48014298	0.041	4	7.04	3.12	4.68	6	5	1	5.88	1	2	8	7	2	5	3	8	5	4	5	7	9	7	4.1	2	5	6	2	2.8	10	3	13	11	1
chr6	38139781	38140827	0.051	7	6.36	4	11.24	6	1.96	4	9.16	10.04	5.72	10	7	6	5	11	5	12.8	12	9	10	6	14	6.9	5	6	12	5	5.5	14	5	10	16	5
chr1	151801374	151802314	0.172	6	13.52	7.32	26.48	39.84	4.36	1	10.64	4.2	4	8	12	8	11	16	4	3	17	14	15	17	14	8.3	9	9	10	8	3.7	47	13	23	11	3
chr17	3780361	3780894	0.054	3.52	2.96	1	5	5	4.24	5	6	5	7.92	9	6	4	5	6	3	3.44	5	4	5	6	7	1.7	6	4	3	6	5.5	7	8	6	6	6
chr19	47989993	47990665	0.054	3.48	6.8	1	2	5	2	5.64	6	5.88	3.64	7	5	4	5	6	4	2	4	7	7	5	8	2.8	8	5	4	6	5.5	11	4	7	7	2
chr7	680942	681359	0.107	5.76	7.24	1	6	4.44	1	2	10	11	30.68	7	9	7	10	15	12	2	9	7	9	7	10	5.7	207	9	4	9	4.9	15	16	39	12	5
chr3	129047461	129047885	0.163	3	5	3	4.8	2.56	2	8	3	3	4.44	18	11	10	7	19	10	213.08	15	14	12	13	25	13.8	11	17	110	12	4.9	19	8	53	10	3
chr16	86612077	86613900	0.188	6	3	17.32	18.52	85.32	153.48	3	7.28	11.92	7.48	9	26	7	12	12	8	7.08	8	15	16	26	20	5.6	8	9	20	15	32.3	28	13	12	12	5
chr5	68712064	68712393	0.067	8	6.16	16.88	14.04	56.84	2	1	8	6.92	22.28	12	8	12	33	13	9	4	9	8	9	15	10	8.3	11	9	7	10	3.7	25	12	15	19	4
chr5	173744202	173744679	0.174	9	7	4.84	7.32	10	4.48	5	7	6	3	25	37	25	13	29	21	325.08	23	18	14	45	25	13.8	25	19	935	10	4.6	38	18	70	21	4
chr16	69556701	69556923	0.054	18.48	7.8	3.76	5	6.64	4.72	5	3.48	4.72	2.84	9	7	15	10	28	14	5	13	12	8	13	11	20.7	10	7	6	8	2.8	10	28	10	196	4
chr2	106536403	106536658	0.061	3	6.68	1	3	1	2	4.36	6.68	5	5.96	21	8	10	10	8	10	201.28	10	14	4	16	17	9.7	14	9	119	11	2.8	9	23	49	14	2
chr14	74190729	74190990	0.043	5.48	6.12	3.04	12.92	15.6	1	7.44	6	3	8.08	8	15	12	8	5	8	11.6	6	11	2	8	11	2.8	5	11	10	5	2.8	13	8	12	5	1
chr8	102178737	102178863	0.038	1	7.16	1.92	14.12	4.56	2	3	5.96	2.2	6	8	11	13	5	24	11	62.32	11	21	14	19	11	18	7	4	71	9	2.8	13	18	22	10	5
chr16	15950650	15952875	0.296	5.6	11	45.44	13.28	124.4	43.2	4	13.76	9	7	15	24	15	18	18	15	14.8	15	19	26	21	16	12.4	11	13	18	20	7.3	53	39	61	16	3
chr21	16423053	16423261	0.044	3	13.52	10.88	11.6	51.04	2.28	2.68	4.96	8.56	13.52	19	12	11	11	15	9	37.8	14	10	4	17	8	9.7	10	9	78	10	1.8	21	15	14	16	3
chr5	432619	434278	0.051	7.92	6	4	4	4	7.96	4	8	5.08	4.04	5	7	8	5	9	6	8.6	5	5	6	6	12	4.1	5	10	10	7	6.4	7	7	10	10	3
chr16	70301493	70301761	0.055	9.68	3	2.44	3	4.2	4	22.92	6.72	8.96	21.84	23	13	9	13	21	14	199.44	13	15	16	18	20	6.9	10	18	48	19	4.6	22	9	50	12	5
chr1	3111441	3113924	0.081	5.92	9	2.16	5	4	3	6	7.4	10.2	4	6	6	5	8	11	5	4.56	8	10	8	6	8	2.8	3	7	7	7	3.7	8	6	7	10	3
chr6	150379399	150379678	0.039	3	4	2.88	3	1.8	6	6	4	11	1	2	6	6	3	4	4	1	4	5	2	6	6	2.8	3	6	10	6	5.5	3	4	5	7	1
chr15	93604601	93606207	0.294	6.36	45.28	15.36	43.6	44.56	3	5.12	31.72	9	24.76	10	22	19	10	21	8	29.2	18	14	10	11	12	21.6	16	13	13	9	7	16	16	18	13	4
chr16	4525992	4527150	0.367	13.8	14.4	44.84	15.48	87.84	10.28	3	21.2	16.76	13.16	20	33	27	12	54	17	86.16	37	53	33	34	60	156.1	14	20	29	34	5.5	113	72	58	36	3
chr5	180670743	180671496	0.073	4.08	116.48	117.68	7	85.96	3	3.28	164.4	8.72	117.8	20	24	75	61	36	26	6.88	59	56	15	79	37	31.8	20	22	12	20	8.3	76	385	35	30	3
chr6	34104156	34105278	0.072	3.72	10	3.6	22.72	11.32	3	3	16.12	7.28	15.28	12	9	9	6	15	6	9	9	12	12	10	9	3.4	8	10	14	10	3.7	17	9	16	9	2
chr1	3275933	3277067	0.073	6	4	2	5.4	1	3	4	4	6	5.92	6	13	3	8	6	7	5	7	6	3	9	7	6.1	8	5	5	9	5.5	7	5	6	12	2
chr8	10872809	10874471	0.726	6	31.6	58.84	11.84	86.52	4	3	34.84	4	8	24	42	22	20	40	24	313.52	23	41	42	58	45	15.2	15	18	174	19	4.6	103	39	138	21	2
chr8	55365715	55367789	0.179	7.36	6.24	18.64	22.28	83.32	156.4	6.28	8	12.64	4	13	31	13	14	13	9	10.48	8	13	43	17	11	6.9	7	9	17	13	31.2	15	25	19	16	6
chr22	46508963	46513263	1.019	4.28	9.68	4	15.16	25	7	10	11.52	12	6	18	18	15	13	19	12	192.8	13	21	19	28	20	9.7	10	17	536	15	5.5	33	21	59	24	6
chr7	149389587	149390145	0.097	4.4	9.28	42.32	11	71.24	10.32	5	12.52	13	5.76	10	18	16	15	21	13	2	11	12	21	13	22	6.9	10	11	10	13	3	39	34	33	36	3
chr1	205021821	205022425	0.101	7.12	5.6	2	11	10	3.6	4	5	6	8	7	9	11	10	12	4	21.76	12	6	6	10	9	8.3	7	10	20	8	3.7	5	10	13	10	2
chr7	131373842	131374355	0.157	6	2	1	11	9	4	3.04	14.08	7	5	49	22	33	18	35	25	535.6	30	28	12	38	27	22.1	19	17	833	13	5.5	44	27	106	32	3
chr11	123986733	123986990	0.059	4.32	7	12.48	14.4	60	2	2.44	8.76	6.08	2	6	7	7	14	10	5	3.8	11	5	7	17	11	9.7	8	9	11	5	3.7	22	13	11	12	5
chr11	76366665	76367441	0.06	4	5.32	6	17.36	5.84	4.64	4	10	6.16	3	8	10	10	9	8	5	8.4	8	7	12	8	8	2.8	20	6	3	12	2.8	10	6	7	12	2
